"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"Z9WN5GSZ","journalArticle","2023","Basso, S.; Venudo, A.; Bisiani, T.; Martorana, P.","Vertical farm. New architectures and cities from the forms of agriculture","… | International Journal of …","","","","http://www.agathon.it/agathon/article/view/353","… dal ’700; tre casi di studio di vertical farm sperimentali (Skyfarm, … delle vertical farm a partire dal concetto di diritto al cibo. … for agriculture while also exhibiting sustainability features, such …","2023","2023-11-07 10:40:45","2023-11-07 10:40:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GZQUJKSG","journalArticle","2020","Velazquez, J. F.; Rodríguez, E.; Almanza, P. G.; ...","Hydroponics vertical farm as a viable utility model to implantation in Mexico City","2020 ASABE Annual …","","","","https://elibrary.asabe.org/abstract.asp?aid=51393","… Many troubles can be treated with the implantation of vertical farm in the cities. Between the … of view and sustainability, and evaluate conditions to adapt the system “vertical farm” in the …","2020","2023-11-07 10:40:45","2023-11-07 10:40:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VM9NLPR9","journalArticle","2018","Bustamante, M.","AgTech and the city: the case of vertical farming and shaping a market for urban-produced food","… Transformation BrandFactory, eds PMS Anersson, M …","","","","https://www.hhs.se/contentassets/a3083bb76c384052b3f3f4c82236e38f/managing-digital-transformation-med-omslag.pdf#page=282","… To consider vertical farming through a service ecosystems lens, we must first … I said that this is almost impossible because there is absolutely no market for vertical farming. …","2018","2023-11-07 10:40:45","2023-11-07 10:40:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z7A5SV4U","journalArticle","2021","Arcel, M. M.; Lin, X.; Huang, J.; Wu, J.; ...","The application of LED illumination and intelligent control in plant factory, a new direction for modern agriculture: A review","Journal of physics …","","","10.1088/1742-6596/1732/1/012178","https://iopscience.iop.org/article/10.1088/1742-6596/1732/1/012178/meta","… Kozai, Sustainable plant factory: closed plant production systems with artificial light for high resource use efficiencies and quality produce, Acta Horticulturae, 2013, pp. 27-40. [8] E. …","2021","2023-11-07 10:40:45","2023-11-07 10:40:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NGTUBMDF","journalArticle","2023","Reddy, K. J.; Ashoka, P.; Laxman, T.","Vertical Farming the Future of Agriculture","ADVANCED FARMING …","","","","https://www.scripown.com/docs/EBOOK_20230715_122225.pdf#page=73","… Vertical farming is a sustainable and efficient method of food … The potential benefits of vertical farming extend beyond food production. This … sustainable and resilient food system. …","2023","2023-11-07 10:40:45","2023-11-07 10:40:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YT8PCT5V","journalArticle","2022","Oliveira, FJ Baumont de; Ferson, S.; Dyer, R. A. D.; ...","How high is high enough? Assessing financial risk for vertical farms using imprecise probability","Sustainability","","","","https://www.mdpi.com/2071-1050/14/9/5676","… Two vertical farm case studies are used for this analysis: a real commercial vertical farm based in the UK and a hypothetical vertical farm in Japan informed from the literature [35]. The …","2022","2023-11-07 10:40:45","2023-11-07 10:40:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64J5L5ES","book","2018","Singh, A. K.; Das, D.","Integrated vertical farming system an innovative way of efficient utilization of small-land and farm resources in urban areas","","","","","https://krishi.icar.gov.in/jspui/handle/123456789/11122","… The vertical farm is cheap to construct, safe to operate and offer the promise of urban renewal, sustainable production of a varied food supply (year-round production), and the eventual …","2018","2023-11-07 10:40:45","2023-11-07 10:40:45","","","","","","","","","","","","","krishi.icar.gov.in","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TKG466JS","journalArticle","2020","Allegaert, S.; Wubben, E. F. M.; Hagelaar, G.","Where is the business? A study into prominent items of the vertical farm business framework","European Journal of …","","","","https://library.wur.nl/WebQuery/wurpubs/577357","… ization stage that Vertical Farming is in, an … Vertical Farming is a viable business sui generis; instead it is focused on unveiling the items of key prominence for the Vertical Farming …","2020","2023-11-07 10:40:45","2023-11-07 10:40:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UKWA6UBG","book","2021","Koning, T.","Vertical Farming in the Netherlands: Towards a Circular Food System: A Business Ecosystem Perspective","","","","","https://repository.tudelft.nl/islandora/object/uuid:8333ab52-1fa0-4d65-88b2-84bb41b6a2a5","… Vertical farming … and sustainable providers of food security. This study aims to find the enabling and constraining factors that influence commercial success of a Dutch vertical farming …","2021","2023-11-07 10:40:45","2023-11-07 10:40:45","","","","","","","","","","","","","repository.tudelft.nl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZLL7EB87","journalArticle","","Avgoustaki, D. D.; Xydis, G.","How energy innovation in indoor vertical farming","Advances in Food Security and Sustainability","","","","https://pure.au.dk/portal/files/222058973/How_energy_innovation_in_indoor_vertical_farming_can_improve_food_security_sustainability_and_food_safety.pdf","Sustainability of resources and safety in the food production line is a major issue globally. By 2050, it is expected that the global population will reach the 9.8 billion people, 2.4 billion …","","2023-11-07 10:40:45","2023-11-07 10:40:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73R84QVT","book","2018","Anpo, M.; Fukuda, H.; Wada, T.","Plant factory using artificial light: adapting to environmental disruption and clues to agricultural innovation","","","","","https://books.google.com/books?hl=en\&lr=\&id=NHtyDwAAQBAJ\&oi=fnd\&pg=PP1\&dq=%22life+cycle+assessment%22%7Csustainability%7Csustainable+%22vertical+farming%22%7C%22vertical+farm%22%7C%22plant+factory%22\&ots=R7efl2EfRc\&sig=bYRczicFzQOi8NMRuIU65QJipms","… The idea of a plant factory operating under artificial light had … ) first established a plant factory using fluorescence lighting … a fully artificial light-type plant factory with a class 10,000 level …","2018","2023-11-07 10:40:45","2023-11-07 10:40:45","","","","","","","","","","","","","books.google.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEA2SGQI","book","2018","Zainulabadeen, A.","A System for Vertical Farming Data Collection and Analysis","","","","","https://dataspace.princeton.edu/handle/88435/dsp013j333498k","… Whether these methods are sustainable and efficient are an important questions in light of … yield as well as to determine the feasibility of vertical farming as a sustainable solution. …","2018","2023-11-07 10:40:45","2023-11-07 10:40:45","","","","","","","","","","","","","dataspace.princeton.edu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCS8N2B7","journalArticle","2022","Reddy, R.; Omprasad, J.; ...","Technological innovations in commercial high tech horticulture, vertical farming and landscaping","International Journal of …","","","","https://www.indianjournals.com/ijor.aspx?target=ijor:ijih\&volume=11\&issue=1\&article=008","… Vertical farming utilizes the vertical unused space which or else left unused in other farming … This will not only help in sustainability of the produce but will also help to improve the …","2022","2023-11-07 10:40:45","2023-11-07 10:40:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DHB3AES7","journalArticle","2022","Naskali, A. T.; Pinarer, O.; Tolga, A. C.","Vertical farming: under climate change effect","Environment and climate-smart food …","","","10.1007/978-3-030-71571-7_8","https://link.springer.com/chapter/10.1007/978-3-030-71571-7_8","… Vertical farming alternative is a candidate for this conversion process. Many methods in vertical farming … scalability criteria are examined for the vertical farming under climate effects. In …","2022","2023-11-07 10:40:45","2023-11-07 10:40:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NAYE4KSM","journalArticle","2022","Abd-Elsalam, K.; Abdelmoemen, S. M.","Farming film technology for sustainable agriculture","Egyptian Journal of Agricultural …","","","","https://journals.ekb.eg/article_252721.html","… Water efficiency and food safety can both be improved by incorporating FF into vertical farming … to improve food supply sustainability. Keywords: Hydrogel, sustainable agriculture, hydro-…","2022","2023-11-07 10:40:45","2023-11-07 10:40:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9K9EVGPD","journalArticle","2022","Mishra, S.; Karetha, K. M.; Yau, Y. Y.; Easterling, M.","Vertical Cultivation: Moving Towards a Sustainable and Eco-friendly Farming","Biotechnological …","","","10.1007/978-981-16-9001-3_20","https://link.springer.com/chapter/10.1007/978-981-16-9001-3_20","… Vertical farming typically uses a mix of natural and artificial … and aeroponics, the vertical farm could theoretically produce the daily … The vertical farm is considered to promote sustainable …","2022","2023-11-07 10:40:45","2023-11-07 10:40:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XJLCSWUY","journalArticle","2019","Dostuni, ATBPM","The energy of the green: green facades and vertical farm as dynamic envelope for resilient building","Journal of Physics: Conference Series","","","","https://flore.unifi.it/bitstream/2158/1283982/1/Trombadore_2019_J._Phys.%253A_Conf._Ser._1343_012172.pdf","… Reusing grey water plays an important role in a sustainable water management. The coupling with treated waste-water enables two facts: On one hand the grey water gets purified …","2019","2023-11-07 10:40:45","2023-11-07 10:40:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3L46Q82C","journalArticle","2017","Farms, G. S.","Sustainable vertical farming","New Buffalo, Michigan","","","","","","2017","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QELLW6BM","journalArticle","2020","Kumar, A.; Shukla, S.; Dixit, P.; Thupstan, T.; ...","Vertical farming promising cultivation for horticultural crops","Int. J. Curr. Microbiol …","","","","https://www.researchgate.net/profile/Kaushal-Kumar-18/publication/342549084_Vertical_Farming_Promising_Cultivation_for_Horticultural_Crops/links/5efad410299bf18816f36cad/Vertical-Farming-Promising-Cultivation-for-Horticultural-Crops.pdf","… Vertical farming represents a proactive thinking approach that aims to ensure the sustainability … As an answer to these problems, the vertical farm will grow food adroitly and sustainably …","2020","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YKBW6BMX","book","2020","Abbasi, F.","The High Garden: An architectural exploration on how to integrate vertical farming and modular architecture inside city centres","","","","","https://www.diva-portal.org/smash/record.jsf?pid=diva2:1437820","… is to find ways to introduce vertical farming inside Urban centres. The … the basics of vertical farming methods compared to the … Then it is attached to the existing buildings as a sustainable …","2020","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","diva-portal.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FQIV4XAI","journalArticle","2018","Gerecsey, A.","Sustainable vertical farming outperforms other agricultural methods on CO2 outputs","OneFarm Report","","","","","","2018","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B5YWDKFT","journalArticle","2022","Suwardana, R.; Nugroho, A. P.; ...","Analysis of airflow distribution on urban mini plant factory using computational fluid dynamics","… Series: Earth and …","","","10.1088/1755-1315/1116/1/012029","https://iopscience.iop.org/article/10.1088/1755-1315/1116/1/012029/meta","… makes it difficult to fulfill for healthy and sustainable food. Mini Plant Factory is an alternative to produce food, especially vegetables. In the Mini Plant Factory, the distribution of air flow is …","2022","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NUAJVS72","journalArticle","2021","Warrier, K.; Rajendiran, M.; Kannan, S. K.; ...","Design and Development of Automated Vertical Farming Setup","Handbook of Smart …","","","10.1007/978-3-030-58675-1_164-1","https://link.springer.com/content/pdf/10.1007/978-3-030-58675-1_164-1.pdf","… a strong backbone to these sustainable new methods. These … An apt example of such a method would be vertical farming, … , with intended use in a vertical farm. It discusses the design …","2021","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K4FXFP96","journalArticle","2022","Mathur, T.; Muthukumaraswamy, S. A.","On the study and analyses of “Vertical farming—The future of agriculture” via various hydroponic systems","… Sustainability: Proceedings of ICIMES …","","","10.1007/978-981-16-6482-3_16","https://link.springer.com/chapter/10.1007/978-981-16-6482-3_16","… As a solution to these issues, this paper proposes the idea of vertical farming and Hydroponics in … This paper reviews the process of vertical farming, its benefits, and its different types. A …","2022","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W4T5PS39","book","2022","Meena, R. K.; Koli, D. K.; Koli, G. K.","Vertical Farming: An Innovative Technology","","","","","https://www.researchgate.net/profile/Ravindra-Meena-2/publication/361523910_Vertical_Farming_An_Innovative_Technology/links/62b697021010dc02cc5a2b4d/Vertical-Farming-An-Innovative-Technology.pdf","… concept to the next level, making vertical farming a financially viable paradigm for pollution-… sustainable developers, and futurists promote growing crops in cities utilizing vertical farming …","2022","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","researchgate.net","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P4N3DTT9","journalArticle","2019","Kitaya, Y.","Plant factory and space development,“space farm”","Plant Factory Using Artificial Light","","","","https://www.sciencedirect.com/science/article/pii/B9780128139738000300","In order to establish sustainable life-support systems for securing the long-term human life mainly with plant functions in space, development of space plant factories that can be utilized …","2019","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7C28JSQY","journalArticle","2023","Yusuf, M. M.; Saad, M. H. M.; Hamdan, N. M.; ...","Design and Development of a Cloud based Dashboard for Indoor Vertical Farming System using ThingsSentral","… IEEE Symposium on …","","","","https://ieeexplore.ieee.org/abstract/document/10212256/","… The vertical farming system is a novel method of farming compared to the … a sustainable system for food production. Integration of Internet of Things (IoT) technology with vertical farming …","2023","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UDYKL77T","journalArticle","2023","Maurya, P.; Jain, S.; Kumar, V.; Amulya, S.; ...","Vertical Farming: An Option in Modern Food Production: A Review","Int. J. Environ. Clim …","","","","https://www.researchgate.net/profile/Shikha-Jain-27/publication/372294151_Vertical_Farming_An_Option_in_Modern_Food_Production_A_Review/links/64b1390495bbbe0c6e338d1d/Vertical-Farming-An-Option-in-Modern-Food-Production-A-Review.pdf?origin=journalDetail\&_tp=eyJwYWdlIjoiam91cm5hbERldGFpbCJ9","… Study of the sustainability issue of food production using vertical farm methods in an urban environment within the state of Indiana. (Master’s Thesis). Available from ProQuest …","2023","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AZAYNFEQ","journalArticle","2021","Büyüközkan, G.; Uztürk, D.","Novel ELICIT Information-based MOORA Approach for Vertical Farming Technology Assessment","2021 IEEE International Conference …","","","","https://ieeexplore.ieee.org/abstract/document/9494406/","… sustainability and sustainable development. One of the vital enablers for sustainable … The circular economy is based on deploying the sources over and over to attain sustainable …","2021","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4ADKEAB9","journalArticle","2022","D'Ostuni, M.; Zaffi, L.","From horizontal to vertical. Advanced food production in urban areas though vertical farming projects","World Heritage and Ecological Transition Atti-Le …","","","","https://flore.unifi.it/handle/2158/1295201","… Vertical farming projects are increasing in … vertical farming. In this sense, this paper explores the design requirements that a Vertical Farm should have to produce food in a sustainable …","2022","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IL2EADS5","book","2017","Yap, J. H. Y.","Design and engineer a domestic use vertical farm unit for growing green vegetables and herbs (project 3)","","","","","https://dr.ntu.edu.sg/handle/10356/72291","… With the potential of utilizing vertical farming units to grow vegetables and herbs in … determine a sustainable, cost-effective and energy efficient design of a vertical farming system which …","2017","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","dr.ntu.edu.sg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BJPDMVJ3","journalArticle","2020","Li, L.; Li, X.; Chong, C.; Wang, C. H.; Wang, X.","A decision support framework for the design and operation of sustainable urban farming systems","Journal of Cleaner Production","","","","https://www.sciencedirect.com/science/article/pii/S0959652620319752","… and operation of a vertical farm in Singapore was carried … plant-factory farming systems integrated with solar PV and beer-residue-derived fertilizer could be a promising and sustainable …","2020","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JPGWRIY4","journalArticle","2021","Ha, B.; Roigard, C. M.; Chheang, S. L.; Ryan, G. S.; ...","Consumer attitudes to vertical farming in the United Kingdom and Germany","… on Landscape and …","","","","https://www.actahort.org/books/1345/1345_22.htm","… Consumer attitudes to vertical farming (indoor plant factory … vertical farming can improve food security, sustainability, and food safety? In Advances in Food Security and Sustainability, …","2021","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"524KDHCI","journalArticle","2020","Vempati, A. V.; Aswath, G. I.; ...","Agricultural problems and technology-based sustainable solutions for an impoverished village of Bihar, India","2020 IEEE 8th R10 …","","","","https://ieeexplore.ieee.org/abstract/document/9356972/","… sustainable kitchen gardens based on a vertical farming approach, as a potential solution for alleviating some of the problems faced by this community. Vertical farming … vertical farming …","2020","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZB35TNKW","journalArticle","2020","Jassem, S.; Razzak, M. R.","Entrepreneurship in Urban Jungles through High-Tech Vertical Farming","Entrepreneurship-Contemporary Issues","","","","https://books.google.com/books?hl=en\&lr=\&id=0pUtEAAAQBAJ\&oi=fnd\&pg=PA193\&dq=%22life+cycle+assessment%22%7Csustainability%7Csustainable+%22vertical+farming%22%7C%22vertical+farm%22%7C%22plant+factory%22\&ots=0vAWk49VwT\&sig=Q1ZHOp9M2nIe9fvKggznw5hIDeM","… One sustainable solution to ensuring reliable fresh products supply within urban jungles could be through vertical farming … Some of the latest advances in vertical farming technology are …","2020","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5V4LSM4D","book","2022","Dardiry, DH El; Husain, WMSS; Elghonaimy, I. H.","The smart vertical farm inside houses is vital for future food security in the Kingdom of Bahrain","","","","","https://digital-library.theiet.org/content/conferences/10.1049/icp.2023.0384","… Using the highly sustainable design application in the vertical farm building will help improve the surrounding environment in the city and make it more sustainable and healthier to live …","2022","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","IET","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YFG23ME5","book","2020","Wen, X.","Earth as common ground-to compare, contrast, and connect permaculture and vertical farming","","","","","https://aaltodoc.aalto.fi/handle/123456789/101775","… permaculture with vertical farming, this thesis aims to reveal the complexity of sustainability. … the connection between permaculture and vertical farming through boundary objects. Two …","2020","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","aaltodoc.aalto.fi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z8BCNWDA","journalArticle","2020","Cossu, M.; Yano, A.; Solinas, S.; Deligios, P. A.; ...","Agricultural sustainability estimation of the European photovoltaic greenhouses","European Journal of …","","","","https://www.sciencedirect.com/science/article/pii/S1161030120300812","… diodes (LED) is spreading in vertical farming systems and plant factories to producing functional fresh food through sustainable and competitive cropping systems with reduced CO 2 …","2020","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQ7GGLUW","journalArticle","2020","Eldridge, B. M.; Manzoni, L. R.; Graham, C. A.; ...","Getting to the roots of aeroponic indoor farming","New …","","","10.1111/nph.16780","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/nph.16780","… to accelerate the sustainable intensification of vertical farming using aeroponic systems. … Indoor farming divides into two broad sectors: greenhouse and vertical farming. Vertical farming …","2020","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CKWUCRZL","book","2021","Naskoori, K.; Reddy, K. K.; Reddy, M. V.; Devi, M. R.","To study the scope of vertical farming in India: A","","","","","https://www.thepharmajournal.com/archives/2021/vol10issue12S/PartC/S-10-11-142-256.pdf","… INFARM in Berlin are proven examples of successful vertical farming in world. In Columbia, Association for Vertical Farming is working on its sustainability. The crops are growing …","2021","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","thepharmajournal.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EB8WDNV9","journalArticle","2022","Oliveira, F. Baumont de; Bannon, S.; Evans, L.; ...","Pathways to net-zero farming: a carbon footprint comparison of vertical versus traditional agriculture","… in Vertical Farming …","","","","https://www.actahort.org/books/1369/1369_15.htm","… We conduct a carbon life-cycle analysis of lettuce production comparing imports from a Spanish field-based farm with hydrogen fuel cell-powered vertical farm in a UK context. We …","2022","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NB4E4MZN","journalArticle","2023","Jassim, E.; Djavanroodi, F.","Aeroponic tower garden solar powered vertical farm","Advanced Topics in Mechanics of …","","","","https://books.google.com/books?hl=en\&lr=\&id=vxPREAAAQBAJ\&oi=fnd\&pg=PA287\&dq=%22life+cycle+assessment%22%7Csustainability%7Csustainable+%22vertical+farming%22%7C%22vertical+farm%22%7C%22plant+factory%22\&ots=vRzy6pM6AH\&sig=bCylhyxz0rz5-XrrLIZdXqSWsdk","… key sustainable … sustainable food resource for us and for next generations. Therefore, the purpose of the paper is to discuss vertical farming VF using solar power to create a sustainable …","2023","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33U2CB8P","book","2022","Bunge, A. C.; Wood, A.; Halloran, A.; Gordon, L.","Revealing the sustainability performance of novel food system technologies-a systematic scoping review","","","","","https://www.researchsquare.com/article/rs-1628641/latest","… Additional research is explicitly required to understand the general sustainability … of vertical farming. The sustainability performance of FSTs varied across the literature and for …","2022","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","researchsquare.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZYB6CQEP","journalArticle","2021","Diestelhorst, E.; Storck, J. L.; Brockhagen, B.; Grothe, T.; ...","Necessary Parameters of Vertically Mounted Textile Substrates for Successful Cultivation of Cress for Low-Budget Vertical Farming","Tekstilec","","","","https://journals.uni-lj.si/tekstilec/article/view/11986","… As substrates, textile fabrics can be used as a sustainable … suitable for an application in vertical farming by the example of … and challenges in sustainability of vertical farming: a review. …","2021","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JXR2EXU9","book","2022","Taha, N.","A Design of a Solar-Powered Vertical Farm in Khartoum, Sudan","","","","","https://search.proquest.com/openview/6df696dddf87d56e63438dcd86d5b9b7/1?pq-origsite=gscholar\&cbl=18750\&diss=y","… environmentally sustainable manner. In this study, we examined vertical farming as a potential solution to addressing the significant food insecurity in Sudan, Africa. Three types of …","2022","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","search.proquest.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P685WKDM","journalArticle","2023","Carotti, L.; Pistillo, A.; Zauli, I.; Meneghello, D.; ...","Improving water use efficiency in vertical farming: Effects of growing systems, far-red radiation and planting density on lettuce cultivation","Agricultural Water …","","","","https://www.sciencedirect.com/science/article/pii/S0378377423002305","… a vertical farm with artificial light. Accordingly, the objectives of this work were: 1) evaluating water use efficiency in a vertical farm … lettuce growth in a vertical farm either adopting an ebb-…","2023","2023-11-07 10:40:46","2023-11-07 10:40:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
